,Unnamed: 0,date,number of rooms,security level of the community,residence space,building space,basement space,aboveground space,noise level,waterfront,view,air quality level,building year,decoration year,district,city,zip code,region,exchange rate,lat,lng,is_renovated,total cost,label
570,570,2014/5/14 0:00,3,1,1100,17334,0,1100,1,0,0,3,1978,0,33610 51st Ave S,Auburn,WA 98001,USA,7.154556902,47.3002915,-122.2706142,0,138706.8015,0
571,571,2014/5/14 0:00,2,1,700,5200,0,700,1,0,0,5,1952,1998,475-547 Monroe Ave NE,Renton,WA 98056,USA,6.829697958,47.4921919,-122.1749755,1,131637.4495,0
572,572,2014/5/14 0:00,3,1,860,11900,0,860,1,0,0,4,1963,0,27204 116th Pl SE,Kent,WA 98030,USA,7.982770399,47.3573476,-122.1858221,0,87163.47779,0
573,573,2014/5/14 0:00,2,1,1170,8925,0,1170,1,0,2,3,1911,1979,921 S 223rd St,Des Moines,WA 98198,USA,6.641499824,47.4017266,-122.3210141,1,153081.394,0
574,574,2014/5/14 0:00,2,1,1240,7200,0,1240,1,0,0,3,1967,2011,4036 S 119th St,Tukwila,WA 98168,USA,7.716944826,47.497193,-122.2819251,1,162063.1535,0
575,575,2014/5/14 0:00,3,1.75,1340,7473,0,1340,1,0,0,4,1973,0,16 R Pl NE,Auburn,WA 98002,USA,6.379443307,47.3087465,-122.2062393,0,209546.9399,0
576,576,2014/5/14 0:00,4,2,1630,9010,580,1050,1,0,0,4,1975,0,10872 SE 318th Pl,Auburn,WA 98092,USA,7.306688718,47.3170363,-122.1960834,0,203050.1021,0
577,577,2014/5/14 0:00,4,2.5,2230,4541,0,2230,2,0,0,3,2006,0,24217 181st Pl SE,Covington,WA 98042,USA,6.845190077,47.3848092,-122.1001512,0,227873.4004,0
578,578,2014/5/14 0:00,3,2,1850,8250,700,1150,1,0,0,4,1952,0,200 Pike St SE,Auburn,WA 98002,USA,6.08873179,47.3066791,-122.2089212,0,248868.6969,0
579,579,2014/5/14 0:00,3,2,1570,5706,0,1570,1,0,0,3,1998,2006,11549 SE 319th Pl,Auburn,WA 98092,USA,7.87254679,47.3156199,-122.1879821,1,258930.7087,0
580,580,2014/5/14 0:00,3,2.5,1780,7214,380,1400,1,0,0,4,1986,0,26205 119th Dr SE,Kent,WA 98030,USA,6.277027996,47.366719,-122.1823075,0,238442.3519,0
581,581,2014/5/14 0:00,2,1,700,6000,0,700,1,0,0,4,1949,1985,16824 11th Pl NE,Shoreline,WA 98155,USA,7.47793552,47.7514598,-122.3161814,1,229464.5156,0
582,582,2014/5/14 0:00,3,1,1260,8280,0,1260,1,0,0,3,1946,0,2559 NE 98th St,Seattle,WA 98115,USA,7.642083803,47.6999646,-122.2990879,0,265025.6688,0
583,583,2014/5/14 0:00,3,1.75,2110,10200,0,2110,2,0,0,4,1966,0,14244 140th Ave SE,Renton,WA 98059,USA,6.083946111,47.4744112,-122.1537899,0,266559.0701,0
584,584,2014/5/14 0:00,3,1.5,1220,1086,0,1220,3,0,0,3,2007,0,353 N 105th St,Seattle,WA 98133,USA,6.97324026,47.7048934,-122.3529687,0,301897.21,1
585,585,2014/5/14 0:00,3,1,1480,7830,0,1480,1,0,0,3,1952,2008,1909 N 195th St,Shoreline,WA 98133,USA,6.92973182,47.7703486,-122.3359572,1,263985.8753,0
586,586,2014/5/14 0:00,3,1,1050,9876,0,1050,1,0,0,3,1953,0,18527 Kenlake Pl NE,Kenmore,WA 98028,USA,7.103035867,47.7635153,-122.2617437,0,250939.4742,0
587,587,2014/5/14 0:00,4,2.5,2010,7226,0,2010,2,0,0,3,1995,0,1522 55th Ct SE,Auburn,WA 98092,USA,7.604910893,47.2587915,-122.2100961,0,281531.5621,0
588,588,2014/5/14 0:00,3,2.5,1840,5011,0,1840,2,0,0,3,2012,1912,21560 SE 275th Ct,Maple Valley,WA 98038,USA,6.628437172,47.3554581,-122.0541549,1,313157.471,1
589,589,2014/5/14 0:00,3,2.5,2220,6049,0,2220,2,0,0,4,1990,0,11909 SE 228th Pl,Kent,WA 98031,USA,7.717697003,47.3971264,-122.1819588,0,315860.9913,1
590,590,2014/5/14 0:00,5,2,1700,7314,700,1000,1,0,0,3,1956,2001,6000-6048 22nd Ave S,Seattle,WA 98108,USA,7.155398117,47.5495395,-122.3051122,1,325214.8999,1
591,591,2014/5/14 0:00,3,1,1050,5402,0,1050,1.5,0,0,4,1906,1990,1807 17th Ave S,Seattle,WA 98144,USA,7.925077794,47.5867161,-122.3110732,1,328748.257,1
592,592,2014/5/14 0:00,3,2.25,1970,3716,0,1970,2,0,0,3,1997,0,504 Shelton Ct NE,Renton,WA 98056,USA,6.515771827,47.490713,-122.1670371,0,327802.8953,1
593,593,2014/5/14 0:00,3,2.25,2120,15003,0,2120,2,0,0,3,1984,0,14319 165th Pl SE,Renton,WA 98059,USA,7.000893427,47.4745101,-122.1197906,0,302984.3766,1
594,594,2014/5/14 0:00,5,3,2257,10117,894,1363,1,0,0,3,2005,0,3755 S 168th St,SeaTac,WA 98188,USA,7.455577667,47.4526196,-122.2838683,0,297208.9493,0
595,595,2014/5/14 0:00,3,3.5,2100,12384,0,2100,2,0,0,3,1980,0,14937 57th Ave S,Tukwila,WA 98168,USA,6.675925215,47.4687316,-122.2628975,0,283847.8451,0
596,596,2014/5/14 0:00,4,1.75,2010,8625,670,1340,1,0,0,4,1957,2001,16501-16515 Carlyle Hall Rd N,Shoreline,WA 98133,USA,7.670057012,47.7494582,-122.3545813,1,342674.0916,1
597,597,2014/5/14 0:00,3,1,1290,5500,310,980,1,0,0,3,1951,1994,4607 SW Cloverdale St,Seattle,WA 98136,USA,6.28844701,47.5266433,-122.3919451,1,358731.8899,1
598,598,2014/5/14 0:00,3,2.5,1690,1618,540,1150,2,0,0,3,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA,7.807096406,47.5517761,-121.9979687,0,370394.6527,1
599,599,2014/5/14 0:00,4,1.75,1620,4980,760,860,1,0,0,4,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA,7.62484178,47.7025226,-122.3408869,1,377327.1172,1
600,600,2014/5/14 0:00,4,2.5,3040,24123,0,3040,2,0,0,3,1999,0,4620 Kennedy Ave SE,Auburn,WA 98092,USA,7.192921266,47.2666837,-122.2156714,0,395743.8819,1
601,601,2014/5/14 0:00,3,2.75,2580,5200,0,2580,2,0,0,3,2008,0,808 Hoquiam Ave NE,Renton,WA 98059,USA,6.595362756,47.495993,-122.1508587,0,422291.8572,1
602,602,2014/5/14 0:00,3,2.5,2910,17172,0,2910,2,0,0,3,1989,0,36023 3rd Ave S,Federal Way,WA 98003,USA,6.570229617,47.2789253,-122.3310006,0,428189.0855,1
603,603,2014/5/14 0:00,3,1,1660,7500,600,1060,1,0,0,4,1940,2001,2000 NE 113th St,Seattle,WA 98125,USA,7.581205573,47.7105138,-122.3060048,1,446900.6419,1
604,604,2014/5/14 0:00,4,2.5,2310,14023,0,2310,2,0,0,3,1991,0,14923 280th Pl NE,Duvall,WA 98019,USA,7.350618017,47.7352337,-121.9642506,0,421195.942,1
605,605,2014/5/14 0:00,4,2.5,2150,39449,730,1420,1,0,0,3,1978,0,5242 336th Ave SE,Fall City,WA 98024,USA,7.232075714,47.553095,-121.8921006,0,472544.2704,1
606,606,2014/5/14 0:00,3,2.75,1850,9600,0,1850,1.5,0,0,5,1965,0,8622 NE 139th St,Kirkland,WA 98034,USA,6.139006633,47.7258175,-122.2259217,0,454525.4228,1
607,607,2014/5/14 0:00,4,2.75,2270,7375,980,1290,1,0,0,4,1973,0,12901 NE 136th St,Kirkland,WA 98034,USA,7.918527812,47.7221442,-122.1680269,0,466769.6515,1
608,608,2014/5/14 0:00,3,2,2090,42689,0,2090,1.5,0,0,3,1959,1998,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051,USA,6.528945243,47.3498912,-121.9440089,1,225410.0998,0
609,609,2014/5/14 0:00,3,1.75,2170,26460,720,1450,1,0,0,3,1986,0,721 222nd Pl NE,Sammamish,WA 98074,USA,7.093434566,47.6148959,-122.0443474,0,504990.2981,2
610,610,2014/5/14 0:00,3,2.5,1820,4883,0,1820,2,0,0,3,2005,0,14800-14822 88th Ave NE,Kenmore,WA 98028,USA,7.012351796,47.735371,-122.2240116,0,485463.1552,1
611,611,2014/5/14 0:00,3,1.75,1600,6120,0,1600,1.5,0,0,3,1924,2011,7557 35th Ave NE,Seattle,WA 98115,USA,6.747158869,47.6846969,-122.2909019,1,498265.6173,1
612,612,2014/5/14 0:00,4,2.75,2450,15002,0,2450,1,0,0,5,1974,0,404 SW 197th St,Normandy Park,WA 98166,USA,6.295682368,47.4267301,-122.3427436,0,499889.0092,1
613,613,2014/5/14 0:00,4,1.75,1900,8250,950,950,1,0,0,4,1955,2009,3810 145th Ave SE,Bellevue,WA 98006,USA,7.995246121,47.5765166,-122.1471568,1,486399.9138,1
614,614,2014/5/14 0:00,2,2,2370,217800,770,1600,1.5,0,0,3,1992,0,11400-11598 SE 114th Pl,Issaquah,WA 98027,USA,6.847448245,47.5002493,-122.0884171,0,367994.6639,1
615,615,2014/5/14 0:00,3,2.5,2090,7640,730,1360,1,0,0,3,1962,2014,14836 Densmore Ave N,Shoreline,WA 98133,USA,6.889684384,47.7369421,-122.3380431,1,514936.3539,2
616,616,2014/5/14 0:00,3,1.75,2000,5000,890,1110,1,0,0,4,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA,7.571012636,47.6858783,-122.3990941,0,513331.0078,2
617,617,2014/5/14 0:00,3,1.5,1830,8000,0,1830,1,0,0,4,1957,2001,920 163rd Ave SE,Bellevue,WA 98008,USA,6.600327866,47.6016522,-122.1218772,1,521779.3643,2
618,618,2014/5/14 0:00,4,2.5,2240,14667,0,2240,2,0,0,4,1989,0,13547 SE 83rd St,Newcastle,WA 98059,USA,7.167441106,47.5276539,-122.1608173,0,481974.7314,1
619,619,2014/5/14 0:00,5,1.75,2220,6000,800,1420,1.5,0,0,3,1923,1998,3047 21st Ave W,Seattle,WA 98199,USA,6.52974093,47.6479685,-122.3836402,1,603425.2744,2
620,620,2014/5/14 0:00,5,2.5,2540,3832,780,1760,2,0,0,5,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA,7.439857407,47.6847554,-122.3980329,0,608183.8494,2
621,621,2014/5/14 0:00,4,2.75,1680,11180,0,1680,1,0,0,4,1966,0,15924 NE 53rd St,Redmond,WA 98052,USA,6.314505146,47.6555523,-122.1272622,0,588619.2703,2
622,622,2014/5/14 0:00,4,2.5,2470,33305,0,2470,2,0,0,3,1993,0,26021 NE 25th St,Redmond,WA 98053,USA,6.580313743,47.630303,-121.9900891,0,554218.8725,2
623,623,2014/5/14 0:00,3,1.75,1830,5120,0,1830,1.5,0,2,5,1903,0,322 16th Ave,Seattle,WA 98122,USA,6.575681008,47.6051059,-122.3112513,0,660927.9906,2
624,624,2014/5/14 0:00,3,1.5,2360,6750,430,1930,2,0,0,5,1926,0,2145 N 88th St,Seattle,WA 98103,USA,6.694313784,47.6922889,-122.3318767,0,666262.9779,2
625,625,2014/5/14 0:00,4,3.25,3200,7081,0,3200,2,0,0,3,2004,2003,26054 SE 23rd Pl,Sammamish,WA 98075,USA,7.594951447,47.5885741,-121.9890095,1,671964.8145,2
626,626,2014/5/14 0:00,4,2.25,2060,5649,700,1360,1,0,0,5,1941,0,3305 39th Ave W,Seattle,WA 98199,USA,7.406611994,47.6496439,-122.4071017,0,704591.2683,3
627,627,2014/5/14 0:00,4,2.5,2700,4004,0,2700,2,0,0,3,2004,2003,2363 30th Ave NE,Issaquah,WA 98029,USA,7.726565413,47.552059,-121.994866,1,697384.1266,2
628,628,2014/5/14 0:00,5,5,5774,31675,1284,4490,1,0,2,3,1984,0,28511 10th Ave S,Federal Way,WA 98003,USA,6.207317076,47.3465982,-122.3230203,0,657974.5668,2
629,629,2014/5/14 0:00,4,2.5,3430,10157,0,3430,2,0,0,3,2000,0,13622 NE 136th Pl,Kirkland,WA 98034,USA,7.876224961,47.7229487,-122.1579266,0,700957.2137,3
630,630,2014/5/14 0:00,3,2.5,3030,30007,0,3030,1.5,0,0,4,1992,0,15905 Saybrook Dr NE,Woodinville,WA 98077,USA,7.298126362,47.7429616,-122.036185,0,552916.9876,2
631,631,2014/5/14 0:00,3,2.75,2470,3600,0,2470,2,0,0,3,2007,0,1458-1462 29th Pl NE,Issaquah,WA 98029,USA,7.13118324,47.5405201,-121.9937042,0,766752.2781,3
632,632,2014/5/14 0:00,3,2.5,2580,13096,0,2580,2,0,0,3,1986,0,6133 147th Pl NE,Redmond,WA 98052,USA,7.202481652,47.6616601,-122.1439914,0,776551.6242,3
633,633,2014/5/14 0:00,4,2.5,2190,7350,0,2190,2.5,0,0,5,1958,0,3446 77th Ave SE,Mercer Island,WA 98040,USA,7.720068148,47.5786366,-122.235693,0,883183.6269,3
634,634,2014/5/14 0:00,3,2.5,3100,20553,0,3100,1,0,0,3,1954,2005,1456 NW 185th St,Shoreline,WA 98177,USA,7.017068989,47.7636575,-122.376998,1,790937.8846,3
635,635,2014/5/14 0:00,4,2.5,3320,7644,0,3320,2,0,0,3,1995,0,5491 175th Pl SE,Bellevue,WA 98006,USA,6.249914932,47.5541528,-122.1062683,0,925695.0122,3
636,636,2014/5/14 0:00,5,2.25,2510,9887,0,2510,2,0,0,3,1972,2002,7590 86th Ave SE,Mercer Island,WA 98040,USA,7.142872816,47.5339914,-122.2229987,1,935904.2885,3
637,637,2014/5/14 0:00,5,4.5,3810,8019,0,3810,2,0,0,3,2008,0,2033 211th Pl SE,Sammamish,WA 98075,USA,7.906198648,47.5915202,-122.0578352,0,954817.9923,3
638,638,2014/5/14 0:00,4,2.25,4470,60373,0,4470,2,0,0,3,1988,2000,14235 160th Ave NE,Woodinville,WA 98072,USA,6.068795267,47.72895,-122.1266805,1,935702.4731,3
639,639,2014/5/14 0:00,4,3.5,4910,9444,1800,3110,1.5,0,0,3,2007,0,4531 205th Pl NE,Sammamish,WA 98074,USA,7.169480572,47.6501788,-122.0660197,0,1183937.584,3
640,640,2014/5/15 0:00,3,1,1040,5000,0,1040,1,0,0,3,1959,1989,10050 19th Ave SW,Seattle,WA 98146,USA,6.770087207,47.5121949,-122.3581836,1,131149.7624,0
641,641,2014/5/15 0:00,3,1,1060,5200,0,1060,1,0,0,5,1970,0,26635 Timberlane Dr SE,Covington,WA 98042,USA,6.957304298,47.3635901,-122.0931891,0,142921.9519,0
642,642,2014/5/15 0:00,3,1,1150,8100,0,1150,1,0,0,3,1932,0,12208 20th Ave S,Seattle,WA 98168,USA,6.841786902,47.4940266,-122.3069614,0,143169.8975,0
643,643,2014/5/15 0:00,3,1,1090,8520,0,1090,1,0,0,3,1967,2011,29611 21st Ave S,Federal Way,WA 98003,USA,7.311071838,47.3363935,-122.3069011,1,132239.0599,0
644,644,2014/5/15 0:00,3,1,980,3090,0,980,1.5,0,0,3,1903,2005,4531 S Lucile St,Seattle,WA 98118,USA,7.73273827,47.5524867,-122.276975,1,192187.6375,0
645,645,2014/5/15 0:00,4,2,1670,9987,0,1670,1,0,0,3,1967,2011,29031 40th Ave S,Auburn,WA 98001,USA,7.163630439,47.3405974,-122.2838235,1,157986.5648,0
646,646,2014/5/15 0:00,3,1,1160,10384,0,1160,1,0,0,4,1969,0,26516 235th Ave SE,Maple Valley,WA 98038,USA,7.520059677,47.363398,-122.0271786,0,212607.1164,0
647,647,2014/5/15 0:00,3,2,1400,7384,250,1150,1,0,0,3,1979,2014,3311 SE 17th St,Renton,WA 98058,USA,7.727894883,47.4655464,-122.1741537,1,222519.1483,0
648,648,2014/5/15 0:00,3,2,1400,6200,700,700,1,0,0,3,1948,1994,1610 N 185th St,Shoreline,WA 98133,USA,6.817645258,47.7634221,-122.3399498,1,216449.61,0
649,649,2014/5/15 0:00,3,1.75,1490,6930,0,1490,1,0,0,4,1990,0,12145 SE 260th Pl,Kent,WA 98030,USA,6.495597914,47.3681576,-122.1788986,0,219646.3496,0
650,650,2014/5/15 0:00,3,1,1230,10350,0,1230,1,0,0,4,1957,2001,19415 107th Ave SE,Renton,WA 98055,USA,7.392234771,47.4280306,-122.1986292,1,217762.3412,0
651,651,2014/5/15 0:00,3,2,1650,7352,490,1160,1,0,0,3,1979,2014,12902 SE 158th Pl,Renton,WA 98058,USA,6.591333147,47.4611704,-122.1689035,1,209217.7122,0
652,652,2014/5/15 0:00,4,2.5,2070,7800,0,2070,2,0,0,3,1989,0,1422 S 282nd Pl,Federal Way,WA 98003,USA,7.936179112,47.3486882,-122.3149191,0,251290.3394,0
653,653,2014/5/15 0:00,3,2.5,1690,5025,0,1690,2,0,0,3,2003,0,833 SW 361st St,Federal Way,WA 98023,USA,7.254844673,47.2778415,-122.3470084,0,235401.1274,0
654,654,2014/5/15 0:00,3,2.25,1590,7748,0,1590,2,0,0,4,1991,0,35219 26th Ct S,Federal Way,WA 98003,USA,7.403957209,47.2857092,-122.2999056,0,242131.4342,0
655,655,2014/5/15 0:00,3,1,1010,9514,0,1010,1,0,0,3,1969,2010,17620 SE 121st Pl,Renton,WA 98059,USA,6.474588945,47.4936381,-122.1050852,1,244507.8517,0
656,656,2014/5/15 0:00,4,2.5,1840,1562,440,1400,2,0,0,3,2004,2003,2414 SW Holden St,Seattle,WA 98106,USA,6.863884076,47.5343637,-122.3638207,1,271237.6402,0
657,657,2014/5/15 0:00,3,1,1330,20562,0,1330,1.5,0,0,3,1959,1989,13219 424th Ave SE,North Bend,WA 98045,USA,7.133192497,47.480724,-121.775001,1,157061.4646,0
658,658,2014/5/15 0:00,3,1.5,850,2500,0,850,1,0,0,3,1986,0,4020 21st Ave SW,Seattle,WA 98106,USA,6.641300905,47.5676957,-122.3598341,0,286570.555,0
659,659,2014/5/15 0:00,3,1,1220,13000,0,1220,1,0,0,4,1955,2009,18218 Evanston Ave N,Shoreline,WA 98133,USA,7.49298063,47.7608942,-122.3527387,1,211250.3911,0
660,660,2014/5/15 0:00,3,2,1510,7066,280,1230,1,0,2,3,1973,2013,10516 Victory Ln NE,Seattle,WA 98125,USA,6.740454502,47.7052559,-122.3028175,1,256882.7292,0
661,661,2014/5/15 0:00,4,1.75,2020,7865,1010,1010,1,0,0,4,1963,0,1001 Whitman Ct NE,Renton,WA 98059,USA,7.923756417,47.5008407,-122.1619557,0,243797.9227,0
662,662,2014/5/15 0:00,3,2.25,1490,974,270,1220,2,0,0,3,2009,0,5021 Delridge Way SW,Seattle,WA 98106,USA,6.272079833,47.5567891,-122.3632511,0,309237.5134,1
663,663,2014/5/15 0:00,2,1,880,6345,0,880,1,0,0,3,1919,2001,7558 19th Ave SW,Seattle,WA 98106,USA,6.181435006,47.5342121,-122.3579384,1,301082.9239,1
664,664,2014/5/15 0:00,4,2.5,2150,6807,0,2150,2,0,0,4,1991,0,11401 SE 219th Pl,Kent,WA 98031,USA,6.346467098,47.4053767,-122.189076,0,311210.8557,1
665,665,2014/5/15 0:00,3,1.75,1960,8136,980,980,1,0,0,3,1948,1994,2419 SW Barton St,Seattle,WA 98106,USA,7.999415494,47.5208354,-122.3640238,1,294189.0707,0
666,666,2014/5/15 0:00,3,2.25,1180,9630,0,1180,2,0,0,3,1986,0,8121 NE 147th Pl,Kenmore,WA 98028,USA,6.108681195,47.7351984,-122.2320729,0,313627.6273,1
667,667,2014/5/15 0:00,4,1.75,2290,10290,950,1340,1,0,0,3,1960,2012,2816 SW 110th Pl,Seattle,WA 98146,USA,7.501671201,47.504407,-122.3690836,1,336419.5768,1
668,668,2014/5/15 0:00,3,2.5,1232,1130,0,1232,3,0,0,3,2007,0,12331 A 10th Pl NE,Seattle,WA 98125,USA,6.602472864,47.7185414,-122.3170447,0,341968.0908,1
669,669,2014/5/15 0:00,3,2.5,1700,7496,0,1700,2,0,0,3,1994,0,18901-18937 114th Ct SE,Renton,WA 98055,USA,6.783456967,47.4322708,-122.1892588,0,335976.7705,1
670,670,2014/5/15 0:00,3,1,1400,7066,0,1400,1,0,0,3,1957,2000,11515 4th Ave NE,Seattle,WA 98125,USA,7.090128688,47.7127362,-122.3251,1,311992.973,1
671,671,2014/5/15 0:00,4,2.5,2710,5880,0,2710,2,0,0,3,1998,2006,12713 SE 302nd St,Auburn,WA 98092,USA,7.163406501,47.3314028,-122.1718828,1,366736.7737,1
672,672,2014/5/15 0:00,4,1.75,1890,8000,640,1250,1,0,0,4,1960,2001,2145 N 178th St,Shoreline,WA 98133,USA,6.573601791,47.757623,-122.3328709,1,324084.1925,1
673,673,2014/5/15 0:00,3,2.5,1720,3600,0,1720,2,0,0,3,2010,0,9881 244th Pl NE,Redmond,WA 98053,USA,7.440637811,47.6856004,-122.0131018,0,380039.0489,1
674,674,2014/5/15 0:00,3,2.5,2240,10800,0,2240,2,0,0,3,1996,0,15839 84th Ave NE,Kenmore,WA 98028,USA,6.384040383,47.7432768,-122.2291822,0,365223.4337,1
675,675,2014/5/15 0:00,3,1.5,1120,7000,0,1120,1,0,0,3,1955,2005,1323 145th Ave SE,Bellevue,WA 98007,USA,7.672734507,47.5987306,-122.1463829,1,342812.4184,1
676,676,2014/5/15 0:00,3,1,1630,10304,0,1630,1,0,0,5,1953,0,17228 11th Ave NE,Shoreline,WA 98155,USA,7.930279373,47.7548074,-122.3170196,0,350917.5373,1
677,677,2014/5/15 0:00,3,1.5,1490,8475,0,1490,1,0,0,4,1963,0,5419 156th Ave NE,Redmond,WA 98052,USA,6.842838117,47.6571308,-122.1328993,0,370264.6491,1
678,678,2014/5/15 0:00,3,1.5,1340,10224,0,1340,1,0,0,4,1956,0,3825 138th Ave SE,Bellevue,WA 98006,USA,6.634713193,47.5751882,-122.1570023,0,396671.7295,1
679,679,2014/5/15 0:00,4,1.75,1880,7303,870,1010,1,0,0,3,1976,0,10320 NE 125th Pl,Kirkland,WA 98034,USA,6.004979928,47.7128947,-122.2028872,0,394658.8143,1
680,680,2014/5/15 0:00,2,1,1320,4520,0,1320,1,0,1,3,1912,1971,4137 48th Ave SW,Seattle,WA 98116,USA,7.921342944,47.5655149,-122.3937982,1,425027.5185,1
681,681,2014/5/15 0:00,3,2.5,1870,7344,400,1470,1,0,0,3,1980,0,14013 101st Pl NE,Kirkland,WA 98034,USA,7.980443226,47.7265392,-122.2059872,0,450841.7639,1
682,682,2014/5/15 0:00,3,1.75,1410,6886,0,1410,1,0,0,3,1924,2013,12215 Dayton Ave N,Seattle,WA 98133,USA,6.167496394,47.7183219,-122.3532532,1,456740.2381,1
683,683,2014/5/15 0:00,3,1.5,1260,10350,0,1260,1,0,0,3,1959,1989,16231 NE 29th St,Bellevue,WA 98008,USA,6.132624821,47.6357934,-122.123076,1,423942.3252,1
684,684,2014/5/15 0:00,3,1,1660,6582,660,1000,1,0,0,5,1946,0,12033 Dayton Ave N,Seattle,WA 98133,USA,6.520685291,47.7169275,-122.3531842,0,460802.2451,1
685,685,2014/5/15 0:00,7,3.5,2870,29699,1350,1520,1,0,0,3,1961,2004,11738 1st Ave NE,Seattle,WA 98125,USA,6.596648947,47.7153144,-122.3272654,1,384253.4186,1
686,686,2014/5/15 0:00,4,2,2050,4000,840,1210,1.5,0,0,5,1941,0,2609 21st Ave S,Seattle,WA 98144,USA,7.412508779,47.5799097,-122.3057633,0,468567.7748,1
687,687,2014/5/15 0:00,4,2.5,2240,7200,0,2240,2,0,0,3,1995,0,4417 47th Ave S,Seattle,WA 98118,USA,6.674411221,47.563586,-122.2747584,0,480953.1029,1
688,688,2014/5/15 0:00,3,2.5,1840,2875,0,1840,2,0,0,4,1997,0,4530 48th Ave SW,Seattle,WA 98116,USA,6.558819439,47.5620411,-122.3930702,0,511827.1069,2
689,689,2014/5/15 0:00,3,2.5,2700,7434,0,2700,2,0,0,3,1991,0,12415 NE 160th St,Woodinville,WA 98072,USA,6.152247644,47.7433756,-122.1740217,0,495371.0732,1
690,690,2014/5/15 0:00,3,2,1640,9972,0,1640,1,0,0,4,1977,0,25218 SE 31st Pl,Sammamish,WA 98075,USA,7.805640481,47.5811876,-122.0020498,0,467633.9682,1
691,691,2014/5/15 0:00,3,2.25,1980,40887,0,1980,1,0,0,4,1980,0,4216 232nd Ave NE,Redmond,WA 98053,USA,6.050582727,47.6478074,-122.0292112,0,327935.8953,1
692,692,2014/5/15 0:00,4,2.5,3020,17810,1420,1600,1,0,0,3,1979,2014,4527-4553 NE 201st Pl,Lake Forest Park,WA 98155,USA,7.741763371,47.7738065,-122.2800805,1,493942.078,1
693,693,2014/5/15 0:00,2,1,1490,6000,400,1090,1,0,0,3,1946,0,1106 25th Ave E,Seattle,WA 98112,USA,7.347998119,47.6295618,-122.3000955,0,534489.7394,2
694,694,2014/5/15 0:00,3,2.5,2360,4638,0,2360,2,0,3,3,1996,0,601 NE 76th St,Seattle,WA 98115,USA,7.94212211,47.6837247,-122.3209956,0,545618.2244,2
695,695,2014/5/15 0:00,4,2.75,2550,7636,1110,1440,1,0,0,3,1986,0,21023-21029 NE 42nd St,Sammamish,WA 98074,USA,6.861107906,47.6470766,-122.0601029,0,564629.1281,2
696,696,2014/5/15 0:00,5,1.75,2000,3750,0,2000,2,0,0,4,1921,0,309 N 46th St,Seattle,WA 98103,USA,6.782667685,47.6619564,-122.3549491,0,570264.7618,2
697,697,2014/5/15 0:00,4,2.5,2240,12032,0,2240,1,0,0,3,1983,2009,24231 NE 5th Pl,Sammamish,WA 98074,USA,6.865851953,47.6143386,-122.0173677,1,564787.5566,2
698,698,2014/5/15 0:00,4,2,1550,4815,0,1550,1.5,0,0,3,1909,2004,5212 Wallingford Ave N,Seattle,WA 98103,USA,6.625312848,47.6669457,-122.3361199,1,585626.7735,2
699,699,2014/5/15 0:00,4,2.5,2680,9185,0,2680,2,0,0,3,1989,0,26118 SE 39th Ct,Issaquah,WA 98029,USA,6.952177654,47.5738195,-121.9918483,0,611016.5632,2
700,700,2014/5/15 0:00,4,2,2560,7798,670,1890,1,0,0,4,1947,1988,8600-8698 30th Ave NE,Seattle,WA 98115,USA,7.707088715,47.6911612,-122.2958343,1,619421.372,2
701,701,2014/5/15 0:00,4,3.25,2740,7266,680,2060,2,0,0,3,2003,0,392 Wilderness Peak Dr NW,Issaquah,WA 98027,USA,7.061750719,47.5346535,-122.0660491,0,681808.3252,2
702,702,2014/5/15 0:00,3,2.5,4560,17622,760,3800,2,0,0,4,1986,0,1315 232nd Pl NE,Sammamish,WA 98074,USA,6.926641579,47.620924,-122.0296946,0,646798.2984,2
703,703,2014/5/15 0:00,4,3,3150,9130,0,3150,2,0,0,3,2001,0,24038 SE 13th Pl,Sammamish,WA 98075,USA,7.814749884,47.5973555,-122.0170429,0,646635.3245,2
704,704,2014/5/15 0:00,4,2.5,3240,20301,0,3240,2,0,0,3,1985,0,17013 NE 133rd St,Redmond,WA 98052,USA,6.341524406,47.7190624,-122.1137653,0,694580.4508,2
705,705,2014/5/15 0:00,5,3.75,3580,14275,390,3190,2,0,0,3,1999,0,170 Mt Quay Dr NW,Issaquah,WA 98027,USA,7.025337109,47.532271,-122.0559373,0,730654.5018,3
706,706,2014/5/15 0:00,4,2.5,3310,5404,0,3310,2,0,0,3,2004,2003,19107 NE 64th Way,Redmond,WA 98052,USA,7.183598958,47.6634612,-122.0830412,1,771657.5604,3
707,707,2014/5/15 0:00,5,2.75,3030,10335,0,3030,2,0,0,3,2013,1923,8024 117th Pl SE,Newcastle,WA 98056,USA,6.726626745,47.5304768,-122.1843749,1,812523.5931,3
708,708,2014/5/15 0:00,4,3.5,3930,5680,1110,2820,2,0,1,3,2013,1923,19601-19853 Newport Way NW,Issaquah,WA 98027,USA,7.696888573,47.553633,-122.076788,1,821130.6814,3
